building_start_year,district,estate,house_id,housing_area,housing_status,metro,orientation,price,rental_mode,rooms,shi,ting,title,total_floor,wei,zone
2011,西湖区,云溪印象,1.03103E+11,43.86,暂无数据,暂无数据,南,3000,暂无数据,1室1厅1卫,1,1,云溪印象 1室1厅 3000元,7,1,转塘
1989,拱墅区,德胜新村,1.03103E+11,58.2,目前闲置,暂无数据,南 北,3300,整租,2室1厅1卫  整租,2,1,此房楼层比较好，在中间，两房差不多大，近小区进门,6,1,德胜
1985,下城区,石板巷新村,1.03103E+11,50,暂无数据,距地铁2号线建国北路380米,南,4000,暂无数据,2室1厅1卫,2,1,石板巷新村两房，清爽装修，拎包入住,6,1,建国北路
2011,上城区,绿城蓝色钱江,1.03103E+11,299.62,目前出租,距地铁4号线甬江路385米,南,60000,整租,5室2厅4卫  整租,5,2,蓝色钱江顶楼跃层 带空中花园 带地暖 可看江,29,4,南星
1985,西湖区,上宁新村,1.03103E+11,40,目前闲置,距地铁2号线沈塘桥1049米,南,3800,整租,2室1厅1卫  整租,2,1,上宁新村 2室1厅 3800元,6,1,文三
1998,西湖区,嘉绿北苑,1.03103E+11,78,目前闲置,距地铁2号线古翠路296米,南,5200,整租,2室2厅1卫  整租,2,2,地段位置好，配套设施全，简装两房，干净清爽,6,1,嘉绿
1998,西湖区,新世纪花苑,1.03103E+11,124,暂无数据,距地铁2号线三墩626米,南,5500,暂无数据,4室1厅2卫,4,1,新世纪花苑 4室1厅 5500元,6,2,三墩
1990,西湖区,混堂巷20号,1.03103E+11,65,暂无数据,距地铁2号线武林门645米,南,4500,暂无数据,2室1厅1卫,2,1,混堂巷20号 2室1厅 4500元,9,1,文三
1990,西湖区,文二新村,1.03103E+11,46.06,暂无数据,距地铁2号线下宁桥314米,南,4300,暂无数据,2室1厅1卫,2,1,文二新村 2室1厅 4300元,5,1,学军
2017,余杭区,欧美金融城,1.03103E+11,89,暂无数据,暂无数据,南 北,5000,暂无数据,3室2厅1卫,3,2,欧美金融城 3室2厅 5000元,33,1,未来科技城
1988,西湖区,庆丰新村,1.03103E+11,89,暂无数据,暂无数据,南,6500,暂无数据,3室1厅1卫,3,1,干净清爽，配套齐全，诚心出租.....,6,1,黄龙
2013,西湖区,金都城市芯宇,1.03103E+11,66.14,目前自住,距地铁2号线下宁桥1167米,南,6500,暂无数据,1室1厅1卫,1,1,金都城市芯宇loft双层公寓，满足你的阁楼情缘。,28,1,文教
1998,西湖区,天苑花园,1.03103E+11,89.88,目前闲置,距地铁2号线古翠路950米,西南,5000,整租,3室1厅1卫  整租,3,1,简单干净三居室， 房东诚心出租。,25,1,翠苑
2010,江干区,红街公寓,1.03103E+11,124,暂无数据,距地铁4号线新风1014米,南,6800,暂无数据,3室2厅1卫,3,2,红街公寓 3室2厅 6800元,18,1,火车东站
1993,西湖区,翠苑四区,1.03103E+11,40.69,目前自住,距地铁2号线古翠路705米,南,3600,整租,1室1厅1卫  整租,1,1,翠苑四区 房东自住 装修温馨舒适,6,1,翠苑
2014,滨江区,寰宇天下,1.03103E+11,89.29,目前闲置,距地铁1号线(临平-湘湖)江陵路758米,南 北,10000,整租,3室1厅1卫  整租,3,1,寰宇天下三房 星耀城 星光大道,34,1,滨江区政府
1995,拱墅区,大关东二苑,1.03103E+11,68.53,目前闲置,暂无数据,南,3500,整租,2室1厅1卫  整租,2,1,两房朝南清爽装修两居室，诚心出租,7,1,大关
1989,上城区,新工新村,1.03104E+11,43,暂无数据,距地铁4号线南星桥947米,南,3600,暂无数据,1室1厅1卫,1,1,新工新村 1室1厅 3600元,5,1,雄镇楼
1997,西湖区,天河西苑,1.03103E+11,71,暂无数据,距地铁2号线文新1169米,南,4200,暂无数据,2室1厅1卫,2,1,天河西苑 2室1厅 4200元,6,1,文一西路
2000,西湖区,莲花港家园,1.03103E+11,109.48,目前闲置,暂无数据,南,6500,整租,3室2厅1卫  整租,3,2,莲花港家园精装三房，干净清爽 拎包入住,6,1,嘉绿
1983,西湖区,马塍路33号,1.03103E+11,60,暂无数据,距地铁2号线沈塘桥757米,南,3500,暂无数据,2室1厅1卫,2,1,全明户型，采光好 ，房间通透 装修清爽,5,1,学军
1990,西湖区,胜利新村,1.03103E+11,50,目前闲置,距地铁2号线武林门544米,南,3900,整租,1室1厅1卫  整租,1,1,新空出胜利新村 一室边套 居家装修 诚心出租好房,7,1,黄龙
1995,西湖区,马塍路32号,1.03103E+11,56,目前闲置,距地铁2号线沈塘桥821米,南,3500,整租,2室1厅1卫  整租,2,1,马塍路32号 2室1厅 3500元,7,1,学军
1985,西湖区,松木场河东,1.03103E+11,43,暂无数据,距地铁2号线武林门777米,南,4500,暂无数据,1室1厅1卫,1,1,松木场河东 1室1厅 4500元,7,1,黄龙
2018,余杭区,万科溪望,1.03103E+11,89,暂无数据,暂无数据,南,6000,暂无数据,3室2厅1卫,3,2,万科溪望 3室2厅 6000元,7,1,未来科技城
2010,西湖区,泊林漫谷,1.03103E+11,90,暂无数据,暂无数据,南,2500,暂无数据,3室1厅1卫,3,1,泊林漫谷 3室1厅 2500元,11,1,小和山
暂无数据,西湖区,紫金西苑,1.03103E+11,102,暂无数据,暂无数据,西南,6000,暂无数据,3室1厅1卫,3,1,紫金西苑 3室1厅 6000元,18,1,西溪
1990,西湖区,邮电新村,1.03103E+11,49.05,目前闲置,距地铁2号线沈塘桥105米,南,4300,整租,2室1厅1卫  整租,2,1,邮电新村，沈塘桥地铁口 两房朝南，.房东诚心出租,5,1,学军
2013,西湖区,金都城市芯宇,1.03103E+11,67,目前闲置,距地铁2号线下宁桥1167米,南,6500,整租,1室1厅1卫  整租,1,1,金都城市芯宇loft双层公寓，满足你的阁楼情缘。,28,1,文教
1996,西湖区,金源公寓(西湖),1.03103E+11,84,目前闲置,距地铁2号线三墩953米,南,3600,整租,3室1厅1卫  整租,3,1,户型好 通透  格局好，房东诚心出售，，适合多人居住,6,1,三墩
2010,江干区,东润枫华,1.03104E+11,89.02,目前出租,距地铁4号线景芳1197米,南 北,6000,整租,3室2厅1卫  整租,3,2,标准三居室，绿城物业，干净空旷，随时签约,17,1,景芳
2005,西湖区,世纪新城东区,1.03103E+11,135,目前闲置,距地铁2号线古翠路237米,南,10000,整租,3室2厅2卫  整租,3,2,业主自住装修保养的很好，户型方正，采光通风好,11,2,嘉绿
1989,西湖区,翠苑三区,1.03103E+11,71.34,目前闲置,距地铁2号线古翠路1077米,东南 南,6000,整租,3室1厅1卫  整租,3,1,楼层好，户型正，装修清爽，近软件园。,6,1,翠苑
2007,西湖区,耀江文鼎苑,1.03103E+11,135,目前闲置,距地铁2号线三坝814米,南,8500,整租,3室2厅2卫  整租,3,2,耀江文鼎苑 3室2厅 8500元,18,2,申花
2014,滨江区,江滨澜廷,1.03104E+11,56.5,暂无数据,距地铁1号线(临平-湘湖)江陵路881米,南,6300,暂无数据,1室1厅1卫,1,1,江滨澜廷 1室1厅 6300元,24,1,滨江区政府
1995,拱墅区,大关东一苑,1.03103E+11,67.41,目前闲置,暂无数据,南 北,3800,整租,3室1厅1卫  整租,3,1,远洋乐堤港绿地广场三房，诚心出租,7,1,大关
1992,上城区,老浙大横路一弄,1.03104E+11,62.34,暂无数据,暂无数据,南 北,4300,暂无数据,2室1厅1卫,2,1,干净清爽 适合一家人住 户型方正,7,1,潮鸣
2010,西湖区,金色蓝庭,1.03103E+11,89.21,目前出租,距地铁2号线古翠路921米,南,7500,整租,3室2厅1卫  整租,3,2,古翠三房户型，干净清爽，采光好，家电齐,21,1,嘉绿
2003,西湖区,紫桂花园,1.03103E+11,151,目前闲置,距地铁2号线丰潭路762米,南,11000,整租,3室2厅2卫  整租,3,2,紫桂花园 经典三房 优质装修 拎包入住,11,2,文一西路
暂无数据,西湖区,龙湖水晶郦城,1.03103E+11,89,暂无数据,暂无数据,南,5000,暂无数据,3室2厅2卫,3,2,龙湖水晶郦城 3室2厅 5000元,24,2,良渚
2004,西湖区,三墩颐景园,1.03103E+11,147,目前闲置,距地铁2号线墩祥街756米,南 北,5500,整租,3室2厅2卫  整租,3,2,好房  好房  精装        大三房,11,2,三墩
2010,西湖区,金都城市芯宇,1.03103E+11,134.5,暂无数据,暂无数据,南,7000,暂无数据,3室2厅2卫,3,2,金都城市芯宇 3室2厅 7000元,29,2,文教
1995,西湖区,求智弄,1.03103E+11,55,暂无数据,距地铁2号线下宁桥557米,南,4800,暂无数据,2室1厅1卫,2,1,求智弄 2室1厅 4800元,6,1,学军
2017,余杭区,欧美金融城,1.03103E+11,89,暂无数据,暂无数据,南 北,4500,暂无数据,3室2厅1卫,3,2,欧美金融城 3室2厅 4500元,33,1,未来科技城
2018,余杭区,万通时尚公馆,1.03103E+11,89,暂无数据,暂无数据,南,4000,暂无数据,3室2厅1卫,3,2,万通时尚公馆 3室2厅 4000元,31,1,未来科技城
1998,西湖区,中兴公寓,1.03103E+11,73,目前闲置,距地铁2号线文新1101米,南 北,4500,整租,2室2厅1卫  整租,2,2,中兴公寓，两房朝南。采光好，居家舒适。,7,1,文三西路
2008,西湖区,梧桐公寓,1.03103E+11,74,目前闲置,距地铁2号线学院路472米,西,6500,整租,1室1厅1卫  整租,1,1,梧桐公寓，精装一房，采光佳，通风性好，拎包入住.,6,1,文教
2008,西湖区,广宇西城美墅,1.03103E+11,85,目前闲置,距地铁2号线虾龙圩826米,南,5200,整租,2室2厅1卫  整租,2,2,西城年华两房两厅自住装修，家电家具齐全,21,1,申花
2014,西湖区,同人精华,1.03103E+11,36,暂无数据,距地铁2号线三坝252米,南,3000,暂无数据,1室1厅1卫,1,1,同人精华 1室1厅 3000元,16,1,申花
2004,江干区,华元十六街区,1.03103E+11,44.1,目前出租,距地铁地铁1号线(下沙江滨-湘湖)文泽路556米,北,2200,整租,1室1厅1卫  整租,1,1,整租华元十六街区 宽敞明亮大一居室房东诚心出租 .,16,1,高教园区西
2007,江干区,多蓝水岸听涛苑,1.03103E+11,135,暂无数据,距地铁地铁1号线(下沙江滨-湘湖)下沙江滨1133米,南,5000,暂无数据,3室2厅2卫,3,2,精装修三房两卫 月底可住 全装全配,11,2,沿江北
1988,西湖区,古荡新村西区,1.03103E+11,80,目前闲置,距地铁2号线丰潭路1141米,南,6000,整租,3室1厅1卫  整租,3,1,古荡西 两房南一房北 采光好 交通便利 拎包入住,6,1,古荡
1996,西湖区,文亭公寓,1.03103E+11,60,目前出租,暂无数据,南,4000,整租,2室1厅1卫  整租,2,1,文亭公寓 2室1厅 4000元,6,1,文教
2011,滨江区,冠山小区,1.03103E+11,100,暂无数据,暂无数据,南,6000,暂无数据,4室0厅4卫,4,0,冠山小区，原户型100平方做成4室4卫。可长租。,34,4,白马湖
暂无数据,滨江区,春波西苑,1.03103E+11,60,暂无数据,暂无数据,南,4800,暂无数据,2室1厅1卫,2,1,春波西苑 2室1厅 4800元,18,1,长河
1998,拱墅区,大关南八苑,1.03102E+11,76.32,目前闲置,暂无数据,南 北,4000,整租,2室2厅2卫  整租,2,2,大关南八苑，带露台 清爽装修 。,6,2,大关
1993,拱墅区,左家新村,1.03103E+11,60.6,暂无数据,暂无数据,南 北,4200,暂无数据,2室1厅1卫,2,1,左家新村 2室1厅 4200元,6,1,湖墅
1997,上城区,信余里,1.03103E+11,45,暂无数据,距地铁1号线(临平-湘湖)定安路972米,南,2700,暂无数据,1室1厅1卫,1,1,信余里 1室1厅 2700元,7,1,城站
2000,上城区,紫花苑,1.03104E+11,54,暂无数据,距地铁4号线南星桥917米,南,3800,暂无数据,2室1厅1卫,2,1,紫花苑 2室1厅 3800元,6,1,复兴
2009,西湖区,登新公寓,1.03104E+11,56,暂无数据,暂无数据,南,3500,暂无数据,2室0厅2卫,2,0,登新公寓 2室0厅 3500元,6,2,文三西路
2005,西湖区,世纪新城东区,1.03103E+11,34.96,目前闲置,距地铁2号线古翠路313米,西南,3800,整租,1室1厅1卫  整租,1,1,房子装修还不错，地段优越，楼层采光好,27,1,嘉绿
2009,西湖区,白马尊邸,1.03103E+11,86,目前出租,距地铁2号线金家渡819米,南,4500,整租,2室2厅1卫  整租,2,2,白马尊邸 2室2厅 4500元,18,1,三墩
2000,西湖区,栖霞岭,1.03103E+11,78,目前出租,暂无数据,南,6000,整租,2室1厅1卫  整租,2,1,栖霞岭景区房 开窗即是西湖 闹中取静优质好房,5,1,黄龙
1990,西湖区,古荡新村西区,1.03103E+11,40,暂无数据,距地铁2号线古翠路939米,南,3300,暂无数据,1室1厅1卫,1,1,古荡新村西区 1室1厅 3300元,6,1,古荡
2007,西湖区,启真名苑,1.03103E+11,140,暂无数据,暂无数据,南,10000,暂无数据,3室2厅1卫,3,2,启真名苑 3室2厅 10000元,11,1,九莲
2018,余杭区,万通时尚公馆,1.03103E+11,89,暂无数据,暂无数据,南,4200,暂无数据,3室2厅1卫,3,2,万通时尚公馆 3室2厅 4200元,31,1,未来科技城
暂无数据,西湖区,紫金西苑,1.03103E+11,139,暂无数据,暂无数据,南 北,5300,暂无数据,3室2厅2卫,3,2,房子户型好 南北通透 ，采光好。,18,2,西溪
2010,西湖区,金都城市芯宇,1.03103E+11,116.07,目前闲置,暂无数据,南,7300,整租,2室2厅1卫  整租,2,2,金都城市芯宇，平层两房，诚心出租。,29,1,文教
2013,西湖区,雅戈尔御西湖,1.03103E+11,89,目前闲置,距地铁2号线学院路419米,南,10000,整租,2室1厅1卫  整租,2,1,雅戈尔御西湖，近地铁，品质小区，自住装修,23,1,文教
2010,江干区,蔚蓝公寓,1.03103E+11,86.96,目前出租,距地铁4号线景芳360米,南 北,9000,整租,2室1厅1卫  整租,2,1,绿城开发商装修房子，南北通透繁华地段品质小区,15,1,景芳
2011,西湖区,云溪印象,1.03103E+11,42.83,暂无数据,暂无数据,南,2700,暂无数据,1室0厅1卫,1,0,云溪印象朝南小套公寓 拎包入住 看房方便,7,1,转塘
2012,西湖区,金地自在城,1.03103E+11,284.59,目前闲置,距地铁2号线金家渡967米,南,10000,合租,5室2厅3卫  合租,5,2,金地自在城 东苑排屋 五房三卫 简单装修,1,3,三墩
1984,西湖区,西溪河东,1.03103E+11,62.1,暂无数据,距地铁2号线下宁桥761米,南,5000,暂无数据,2室1厅1卫,2,1,西溪河东2房 交通便利 下宁桥地铁口,6,1,学军
2012,西湖区,金地自在城,1.03103E+11,149.76,目前闲置,距地铁2号线金家渡958米,南 北,6600,整租,4室2厅2卫  整租,4,2,金地求学里大四房，自住搬出，看房方便！,26,2,三墩
2014,滨江区,绿城明月江南,1.03103E+11,88.63,暂无数据,暂无数据,南,9500,暂无数据,2室2厅1卫,2,2,绿城明月江南 2室2厅 9500元,18,1,滨江区政府
2006,拱墅区,大浒东苑,1.03104E+11,63,暂无数据,暂无数据,南 北,3500,暂无数据,2室1厅1卫,2,1,大浒东苑 2室1厅 3500元,16,1,大关
暂无数据,上城区,三元坊巷,1.03103E+11,32.84,目前闲置,距地铁1号线(临平-湘湖)定安路34米,东 南 北,3500,整租,1室1厅1卫  整租,1,1,一个到地铁站口三百米左右的房子,2,1,湖滨
2012,西湖区,西溪蝶园二期,1.03103E+11,53,目前闲置,暂无数据,南,4300,整租,1室1厅1卫  整租,1,1,不沿街，万科精致1房，央空调，全套西门子厨器,8,1,西溪
板楼,西湖区,曙光路23号,1.03103E+11,39.85,暂无数据,距地铁2号线武林门991米,南,4000,暂无数据,2室1厅1卫,2,1,曙光路23号 2室1厅 4000元,6,1,黄龙
2000,西湖区,绿洲湾,1.03103E+11,95,目前闲置,距地铁2号线丰潭路1052米,南,6200,整租,3室1厅1卫  整租,3,1,租金相对比较低，房东很诚心租，装修还是不错的,6,1,文一西路
1998,西湖区,万塘路300号,1.03103E+11,51.03,目前闲置,距地铁2号线学院路691米,南,4000,整租,2室1厅1卫  整租,2,1,万塘路300号 双地铁口 楼层适中 拎包入住,6,1,翠苑
1989,西湖区,友谊新村,1.03103E+11,48.45,暂无数据,暂无数据,南,4100,暂无数据,2室1厅1卫,2,1,友谊新村 2室1厅 4100元,6,1,黄龙
1999,西湖区,上宁新村,1.03103E+11,90,暂无数据,距地铁2号线沈塘桥961米,南,6500,暂无数据,3室2厅1卫,3,2,上宁新村 3室2厅 6500元,7,1,文三
1985,西湖区,古荡新村西区,1.03103E+11,76,暂无数据,暂无数据,南,5500,暂无数据,3室1厅1卫,3,1,古荡新村西区 3室1厅 5500元,6,1,古荡
2010,西湖区,文天公寓,1.03103E+11,90,目前闲置,距地铁2号线沈塘桥1034米,南 北,7000,整租,3室2厅1卫  整租,3,2,文天公寓 业主自住装修 近保俶西湖 高档家具家电已配,18,1,文三
1984,西湖区,武林巷5-28号,1.03103E+11,70,暂无数据,距地铁2号线沈塘桥596米,南,4200,暂无数据,2室0厅1卫,2,0,武林巷5-28号 2室0厅 4200元,7,1,文三
2017,余杭区,欧美金融城,1.03103E+11,89,暂无数据,暂无数据,南 北,4500,暂无数据,3室2厅1卫,3,2,欧美金融城 3室2厅 4500元,33,1,未来科技城
1994,西湖区,学院路99号,1.03103E+11,99.38,目前闲置,距地铁2号线学院路604米,南 北,5500,整租,3室2厅1卫  整租,3,2,学院路99号 大三房 南北通透 交通便利,7,1,翠苑
2012,西湖区,金地自在城,1.03103E+11,87,目前闲置,距地铁2号线金家渡1005米,南,4300,整租,3室2厅1卫  整租,3,2,精装修3房  有地铁 出行方便  配套成熟  。,26,1,三墩
1989,西湖区,翠苑三区,1.03103E+11,66.52,目前闲置,距地铁2号线古翠路978米,南,3100,整租,3室1厅1卫  整租,3,1,翠苑三区 3室1厅 3100元,6,1,翠苑
2016,西湖区,嘉里云荷廷,1.03103E+11,89,目前出租,暂无数据,南,5400,整租,3室1厅1卫  整租,3,1,嘉里云荷廷 3室1厅 5400元,16,1,之江
2005,西湖区,西溪锋尚苑,1.03103E+11,54.97,目前闲置,暂无数据,南,4500,整租,3室1厅1卫  整租,3,1,西溪锋尚苑 3室1厅 4500元,7,1,文三西路
2012,西湖区,金地自在城,1.03103E+11,89,目前闲置,距地铁2号线金家渡988米,南 北,4300,整租,3室2厅1卫  整租,3,2,金地自在城西边套大三房，自住配置，随时看房！,26,1,三墩
2008,江干区,野风海天城,1.03103E+11,123,目前出租,距地铁地铁1号线(下沙江滨-湘湖)云水353米,南,4700,整租,3室2厅2卫  整租,3,2,海天城南区大三房  家电齐全十二月月初可入住,24,2,沿江北
2004,西湖区,黄龙雅苑,1.03103E+11,63,目前闲置,暂无数据,南,5000,整租,1室1厅1卫  整租,1,1,房间朝南，厅朝南，少有的一室一厅户型装修好,18,1,黄龙
1995,西湖区,马塍路11号,1.03103E+11,91.87,目前闲置,距地铁2号线沈塘桥777米,南,5500,整租,4室2厅1卫  整租,4,2,近地铁、东部软件园，一家人、合租的优选,6,1,文三
2014,滨江区,绿城明月江南,1.03103E+11,89,暂无数据,距地铁1号线(临平-湘湖)江陵路1125米,南,8500,暂无数据,2室2厅1卫,2,2,绿城明月江南 2室2厅 8500元,30,1,滨江区政府
2007,滨江区,南岸晶都花园,1.03103E+11,170,暂无数据,暂无数据,南,8500,暂无数据,3室2厅2卫,3,2,南岸晶都花园，楼层高，视野开阔，近网易阿里,18,2,长河
2011,拱墅区,德信北海公园,1.03104E+11,89,暂无数据,暂无数据,南 北,3500,暂无数据,3室2厅1卫,3,2,德信北海公园 3室2厅 3500元,24,1,万达广场
2013,拱墅区,德信臻园,1.03103E+11,169.81,目前闲置,暂无数据,南,12000,整租,3室2厅2卫  整租,3,2,德信臻园 3室2厅 12000元,15,2,桥西
1993,上城区,青年路小区,1.03103E+11,82,目前闲置,距地铁1号线(临平-湘湖)定安路361米,南,6000,整租,2室1厅1卫  整租,2,1,青年路，西湖边，清爽装修，带大露台可用，看房方便！,7,1,湖滨
1995,上城区,涌金广场聚景阁,1.03103E+11,140,目前闲置,距地铁1号线(临平-湘湖)定安路629米,西,16000,整租,0室3厅1卫  整租,0,3,西湖边，办公室出租，景观房，看房方便，西湖200米！,6,1,湖滨
2007,西湖区,嘉绿景苑东园,1.03103E+11,94.76,目前闲置,暂无数据,南,5800,整租,2室2厅1卫  整租,2,2,嘉绿景苑电梯房，业主诚心出租，价格优惠。,11,1,文三西路
1984,西湖区,西溪河东,1.03103E+11,67,暂无数据,距地铁2号线下宁桥761米,东南,4800,暂无数据,2室1厅1卫,2,1,西溪河东 2室1厅 4800元,6,1,学军
2014,西湖区,黄龙雅苑,1.03103E+11,140,暂无数据,暂无数据,南 北,13900,暂无数据,3室2厅2卫,3,2,黄龙雅苑 3室2厅 13900元,12,2,黄龙
1989,西湖区,浙大新村,1.03103E+11,75,暂无数据,暂无数据,南,4500,暂无数据,3室1厅1卫,3,1,浙大新村 3室1厅 4500元,5,1,黄龙
2006,西湖区,嘉绿景苑西园,1.03103E+11,74,目前闲置,暂无数据,南,5500,整租,2室2厅1卫  整租,2,2,嘉绿景苑西园 2室2厅 5500元,16,1,文三西路
2017,余杭区,欧美金融城,1.03103E+11,98,暂无数据,暂无数据,南 北,4800,暂无数据,3室2厅2卫,3,2,欧美金融城 3室2厅 4800元,47,2,未来科技城
1996,西湖区,紫金公寓,1.03103E+11,81.98,目前闲置,暂无数据,南 北,4800,整租,2室1厅1卫  整租,2,1,紫金公寓，精致装修两房，楼层好，采光无影响,7,1,文三西路
1991,西湖区,浙江油田留下小区,1.03103E+11,60.6,目前闲置,暂无数据,南,2600,整租,2室1厅1卫  整租,2,1,房东诚心出租，随时可以看房，干净整洁的好房子,6,1,西溪
2020,西湖区,西溪九号,1.03103E+11,48,暂无数据,暂无数据,南,3500,暂无数据,2室1厅1卫,2,1,西溪九号 2室1厅 3500元,5,1,西溪
2014,江干区,宝龙城市广场,1.03103E+11,44.5,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)文海南路836米,东南,4000,整租,1室1厅1卫  整租,1,1,宝龙城市广场，4.2层高loft，拎包入住,22,1,高教园区东
2008,江干区,伊萨卡国际城绮风园,1.03103E+11,127.85,目前闲置,距地铁地铁1号线(下沙江滨-湘湖)下沙江滨210米,南,5500,整租,3室1厅2卫  整租,3,1,业主自住三房两卫 家电家具齐全,34,2,沿江北
1993,西湖区,翠苑四区,1.03103E+11,37.54,目前闲置,距地铁2号线古翠路1081米,南,2800,整租,1室1厅1卫  整租,1,1,翠苑四区 温馨一房 交通便利 价位实惠 采光充足,7,1,翠苑
2007,滨江区,南岸晶都花园,1.03103E+11,133,暂无数据,暂无数据,南 北,7200,暂无数据,3室2厅2卫,3,2,南岸晶都花园，楼层高，视野开阔，近网易阿里,26,2,长河
2005,拱墅区,沈塘铭苑,1.03103E+11,58,暂无数据,距地铁2号线沈塘桥625米,南,4000,暂无数据,2室0厅1卫,2,0,沈塘铭苑 2室0厅 4000元,23,1,湖墅
2000,上城区,茶啾弄,1.03103E+11,66.73,目前闲置,暂无数据,南,4500,整租,2室1厅1卫  整租,2,1,鼓楼 两室一厅 比你看到的更有料！！！诚心出租！,7,1,鼓楼
2001,西湖区,望月公寓,1.03103E+11,75,暂无数据,距地铁2号线虾龙圩1013米,南,4000,暂无数据,2室1厅2卫,2,1,望月公寓 2室1厅 4000元,6,2,申花
2005,西湖区,世纪新城东区,1.03103E+11,33.8,目前闲置,距地铁2号线古翠路313米,西,3700,整租,1室1厅1卫  整租,1,1,房子装修还不错，地段优越，楼层采光好,27,1,嘉绿
2006,西湖区,港湾家园,1.03103E+11,133,目前闲置,暂无数据,南,7300,整租,3室2厅2卫  整租,3,2,港湾家园 精装大三房   拎包入住,14,2,申花
2001,西湖区,绿园,1.03103E+11,186,暂无数据,暂无数据,东南,18500,暂无数据,4室2厅2卫,4,2,绿园 4室2厅 18500元,22,2,黄龙
暂无数据,西湖区,宝石新村,1.03103E+11,50,目前闲置,暂无数据,南,4500,整租,1室1厅1卫  整租,1,1,宝石新村 1室1厅 4500元,4,1,黄龙
1989,西湖区,曙光新村,1.03103E+11,60,暂无数据,暂无数据,南,3600,暂无数据,2室1厅1卫,2,1,曙光新村 2室1厅 3600元,7,1,黄龙
1995,西湖区,玉古路167.171号,1.03103E+11,40,暂无数据,暂无数据,南,3200,暂无数据,1室1厅1卫,1,1,玉古路167.171号 1室1厅 3200元,6,1,黄龙
1988,西湖区,沿山河新村,1.03103E+11,58,目前出租,暂无数据,南,4500,整租,2室1厅1卫  整租,2,1,沿山河新村 2室1厅 4500元,5,1,黄龙
板楼,西湖区,文二路62号,1.03103E+11,50,目前闲置,距地铁2号线下宁桥330米,南,3700,整租,2室1厅1卫  整租,2,1,文二路62号 2室1厅 3700元,6,1,文教
2017,余杭区,西溪蓝海,1.03103E+11,38,暂无数据,暂无数据,南,3100,暂无数据,1室1厅1卫,1,1,西溪蓝海 1室1厅 3100元,23,1,未来科技城
2018,余杭区,合景映月台,1.03103E+11,86.23,暂无数据,暂无数据,南,5500,暂无数据,3室2厅1卫,3,2,合景映月台 3室2厅 5500元,7,1,闲林
1987,西湖区,外东山弄,1.03103E+11,111.26,目前闲置,暂无数据,南,8500,整租,3室2厅1卫  整租,3,2,外东山弄 三房朝南，一楼有架空,5,1,黄龙
2010,西湖区,金都城市芯宇,1.03101E+11,175.55,目前闲置,暂无数据,南,14500,整租,3室2厅2卫  整租,3,2,城市芯宇，三个房间，流连忘返的体验。,21,2,文教
1997,西湖区,康乐香港城,1.03103E+11,106.47,目前闲置,暂无数据,南,5300,合租,3室1厅2卫  合租,3,1,康乐香港城三房两卫，大面积，装修简单。居住适宜,7,2,文三西路
2016,西湖区,绿城之江1号,1.03103E+11,188.37,暂无数据,暂无数据,南,8000,暂无数据,4室2厅3卫,4,2,绿城之江1号，简装，修拎包入住，阳光充足,25,3,转塘
2012,西湖区,金地自在城,1.03102E+11,37,目前闲置,距地铁2号线金家渡1096米,南,2800,整租,1室1厅1卫  整租,1,1,金地乐活湾37方带阳台一室不租就没了,25,1,三墩
1989,西湖区,曙光新村,1.03103E+11,52.8,目前闲置,暂无数据,南,7500,整租,2室1厅1卫  整租,2,1,整租  曙光新村 黄龙体育馆  精装修两房 看房有钥匙,5,1,黄龙
2012,江干区,新沙家园,1.03103E+11,89,暂无数据,距地铁地铁1号线(下沙江滨-湘湖)高沙路972米,南,4500,暂无数据,2室1厅1卫,2,1,新沙家园 2室1厅 4500元,11,1,金沙湖
2011,西湖区,中海紫藤苑,1.03103E+11,89,目前闲置,暂无数据,南 北,5300,整租,2室2厅1卫  整租,2,2,中海紫藤苑自住房出租，欧式风格，随时入住！,21,1,三墩
1995,西湖区,莫干山路515号,1.03103E+11,62,暂无数据,距地铁2号线下宁桥1016米,南,4500,暂无数据,3室1厅1卫,3,1,莫干山路515号 3室1厅 4500元,5,1,文教
2018,滨江区,世茂智慧之门,1.03103E+11,53,暂无数据,距地铁1号线(临平-湘湖)江陵路605米,南,6000,暂无数据,2室1厅1卫,2,1,世茂智慧之门 2室1厅 6000元,19,1,滨江区政府
2014,拱墅区,顺发吉祥半岛,1.03103E+11,128,目前出租,暂无数据,南 北,5800,整租,3室1厅2卫  整租,3,1,顺发吉祥半岛 3室1厅 5800元,25,2,桥西
1993,上城区,袁井巷,1.03103E+11,53,目前闲置,暂无数据,南,4600,整租,2室1厅1卫  整租,2,1,袁井巷      好楼层     自住装修,7,1,鼓楼
1997,西湖区,润达花园,1.03103E+11,91.62,目前出租,距地铁2号线三墩728米,南 北,4500,整租,3室2厅1卫  整租,3,2,采光充足，视野宽阔，交通便利，配套设施齐全,6,1,三墩
1987,西湖区,九莲新村,1.03103E+11,68.28,目前闲置,距地铁2号线学院路934米,南,5500,整租,3室1厅1卫  整租,3,1,九莲新村 3室1厅 5500元,6,1,九莲
1997,西湖区,明珠公寓,1.03103E+11,70,目前闲置,距地铁2号线古翠路1005米,南,7000,整租,2室2厅1卫  整租,2,2,简装干净清爽两居室，房东诚心出租，租客素质高爱干净,5,1,翠苑
